window,type,crisis_count
20,random,3
20,random,5
20,random,21
20,random,19
20,random,2
20,random,12
20,random,6
20,random,0
20,random,9
20,random,7
20,random,18
20,random,6
20,random,13
20,random,18
20,random,1
20,random,15
20,random,2
20,random,6
20,random,18
20,random,3
20,random,3
20,random,12
20,random,5
20,random,1
20,random,22
20,random,0
20,random,3
20,random,20
20,random,1
20,random,6
20,random,16
20,random,2
20,random,1
20,random,11
20,random,0
20,random,12
20,random,0
20,random,4
20,random,9
20,random,6
20,random,0
20,random,22
20,random,6
20,random,0
20,random,8
20,random,19
20,random,2
20,random,23
20,random,1
20,random,12
20,random,1
20,random,1
20,random,2
20,random,9
20,random,1
20,random,6
20,random,1
20,random,14
20,random,19
20,random,0
20,random,7
20,random,5
20,random,1
20,random,4
20,random,5
20,random,20
20,random,20
20,random,8
20,random,3
20,random,7
20,random,2
20,random,6
20,random,6
20,random,15
20,random,0
20,random,12
20,random,20
20,random,5
20,random,1
20,random,6
20,random,8
20,random,1
20,random,8
20,random,18
20,random,14
20,random,8
20,random,18
20,random,8
20,random,1
20,random,1
20,random,4
20,random,6
20,random,1
20,random,18
20,random,19
20,random,19
20,random,1
20,random,13
20,random,1
20,random,3
20,random,20
20,random,6
20,random,8
20,random,12
20,random,11
20,random,0
20,random,1
20,random,1
20,random,19
20,random,22
20,random,1
20,random,3
20,random,3
20,random,0
20,random,1
20,random,18
20,random,6
20,random,1
20,random,0
20,random,4
20,random,1
20,random,4
20,random,0
20,random,3
20,random,0
20,random,1
20,random,4
20,random,1
20,random,18
20,random,14
20,random,15
20,random,3
20,random,1
20,random,9
20,random,13
20,random,15
20,random,3
20,random,18
20,random,5
20,random,16
20,random,13
20,random,4
20,random,12
20,random,6
20,random,9
20,random,7
20,random,9
20,random,6
20,random,3
20,random,4
20,random,7
20,random,4
20,random,13
20,random,21
20,random,6
20,random,3
20,random,5
20,random,0
20,random,5
20,random,11
20,random,4
20,random,2
20,random,1
20,random,17
20,random,1
20,random,3
20,random,4
20,random,21
20,random,9
20,random,3
20,random,18
20,random,5
20,random,21
20,random,19
20,random,0
20,random,17
20,random,7
20,random,14
20,random,16
20,random,17
20,random,6
20,random,1
20,random,7
20,random,4
20,random,8
20,random,18
20,random,1
20,random,3
20,random,11
20,random,0
20,random,0
20,random,1
20,random,18
20,random,12
20,random,0
20,random,3
20,random,13
20,random,0
20,random,1
20,random,16
20,random,5
20,random,1
20,random,23
20,random,6
20,random,7
20,random,5
20,random,0
20,random,16
20,random,4
20,random,7
20,random,3
20,random,18
20,random,20
20,random,21
20,random,20
20,random,8
20,random,8
20,random,17
20,random,1
20,random,1
20,random,6
20,random,1
20,random,0
20,random,17
20,random,21
20,random,6
20,random,5
20,random,1
20,random,6
20,random,14
20,random,2
20,random,13
20,random,8
20,random,16
20,random,12
20,random,1
20,random,8
20,random,0
20,random,7
20,random,7
20,random,13
20,random,1
20,random,1
20,random,21
20,random,1
20,random,6
20,random,14
20,random,13
20,random,3
20,random,3
20,random,7
20,random,8
20,random,3
20,random,3
20,random,13
20,random,9
20,random,18
20,random,6
20,random,5
20,random,6
20,random,1
20,random,3
20,random,1
20,random,21
20,random,5
20,random,1
20,random,6
20,random,14
20,random,23
20,random,5
20,random,8
20,random,9
20,random,18
20,random,1
20,random,14
20,random,18
20,random,16
20,random,20
20,random,4
20,random,16
20,random,0
20,random,0
20,random,1
20,random,6
20,random,5
20,random,11
20,random,6
20,random,23
20,random,1
20,random,3
20,random,3
20,random,21
20,random,0
20,random,1
20,random,2
20,random,6
20,random,16
20,random,5
20,random,17
20,random,8
20,random,13
20,random,23
20,random,5
20,random,4
20,random,18
20,random,4
20,random,16
20,random,23
20,random,15
20,random,6
20,random,17
20,random,14
20,random,8
20,random,1
20,random,5
20,random,6
20,random,4
20,random,1
20,random,8
20,random,1
20,random,1
20,random,18
20,random,18
20,random,6
20,random,1
20,random,4
20,random,18
20,random,18
20,random,6
20,random,4
20,random,1
20,random,8
20,random,4
20,random,14
20,random,2
20,random,6
20,random,5
20,random,0
20,random,6
20,random,0
20,random,0
20,random,5
20,random,13
20,random,9
20,random,2
20,random,17
20,random,19
20,random,18
20,random,3
20,random,7
20,random,1
20,random,1
20,random,0
20,random,5
20,random,3
20,random,3
20,random,5
20,random,16
20,random,5
20,random,17
20,random,6
20,random,18
20,random,1
20,random,5
20,random,7
20,random,19
20,random,4
20,random,2
20,random,1
20,random,8
20,random,1
20,random,18
20,random,21
20,random,6
20,random,0
20,random,2
20,random,0
20,random,10
20,random,5
20,random,5
20,random,16
20,random,12
20,random,4
20,random,18
20,random,6
20,random,7
20,random,5
20,random,6
20,random,6
20,random,6
20,random,5
20,random,20
20,random,20
20,random,6
20,random,12
20,random,6
20,random,9
20,random,2
20,random,23
20,random,4
20,random,14
20,random,10
20,random,17
20,random,8
20,random,23
20,random,20
20,random,18
20,random,20
20,random,13
20,random,4
20,random,1
20,random,22
20,random,1
20,random,8
20,random,3
20,random,2
20,random,12
20,random,4
20,random,12
20,random,1
20,random,18
20,random,1
20,random,5
20,random,17
20,random,12
20,random,20
20,random,1
20,random,9
20,random,12
20,random,8
20,random,5
20,random,4
20,random,9
20,random,8
20,random,9
20,random,20
20,random,8
20,random,19
20,random,16
20,random,7
20,random,4
20,random,4
20,random,2
20,random,1
20,random,0
20,random,1
20,random,17
20,random,6
20,random,13
20,random,1
20,random,3
20,random,1
20,random,5
20,random,3
20,random,14
20,random,4
20,random,11
20,random,7
20,random,1
20,random,0
20,random,5
20,random,4
20,random,0
20,random,15
20,random,13
20,random,3
20,random,0
20,random,2
20,random,7
20,random,1
20,random,8
20,random,20
20,random,3
20,random,19
20,random,6
20,random,8
20,random,5
20,random,4
20,random,18
20,random,5
20,random,8
20,random,1
20,random,19
20,random,22
20,random,6
20,random,5
20,random,7
20,random,8
20,random,4
20,random,3
20,random,6
20,random,19
20,random,18
20,random,9
20,random,19
20,random,6
20,random,1
20,random,2
20,random,8
20,random,0
20,random,21
20,random,8
20,random,1
20,random,0
20,random,1
20,random,17
20,random,0
20,random,1
20,random,0
20,random,8
20,random,6
20,random,22
20,random,1
20,random,3
20,random,1
20,random,5
20,random,1
20,random,2
20,random,20
20,random,6
20,random,4
20,random,6
20,random,4
20,random,17
20,random,6
20,random,21
20,random,1
20,random,6
20,random,0
20,random,2
20,random,3
20,random,9
20,random,7
20,random,16
20,random,3
20,random,2
20,random,5
20,random,7
20,random,4
20,random,4
20,random,6
20,random,7
20,random,6
20,random,21
20,random,18
20,random,0
20,random,3
20,random,15
20,random,2
20,random,5
20,random,4
20,random,1
20,random,16
20,random,8
20,random,4
20,random,6
20,random,19
20,random,7
20,random,16
20,random,20
20,random,1
20,random,4
20,random,6
20,random,8
20,random,0
20,random,8
20,random,18
20,random,1
20,random,0
20,random,6
20,random,8
20,random,8
20,random,5
20,random,6
20,random,15
20,random,20
20,random,9
20,random,1
20,random,7
20,random,9
20,random,4
20,random,11
20,random,13
20,random,6
20,random,20
20,random,7
20,random,18
20,random,11
20,random,5
20,random,2
20,random,8
20,random,3
20,random,6
20,random,1
20,random,4
20,random,1
20,random,0
20,random,9
20,random,8
20,random,0
20,random,11
20,random,1
20,random,8
20,random,9
20,random,8
20,random,5
20,random,5
20,random,8
20,random,4
20,random,13
20,random,18
20,random,13
20,random,7
20,random,9
20,random,22
20,random,18
20,random,0
20,random,8
20,random,5
20,random,0
20,random,6
20,random,6
20,random,14
20,random,14
20,random,8
20,random,8
20,random,11
20,random,0
20,random,2
20,random,9
20,random,1
20,random,7
20,random,9
20,random,9
20,random,7
20,random,13
20,random,1
20,random,3
20,random,0
20,random,5
20,random,16
20,random,8
20,random,19
20,random,0
20,random,12
20,random,10
20,random,1
20,random,22
20,random,18
20,random,16
20,random,16
20,random,16
20,random,18
20,random,5
20,random,5
20,random,23
20,random,19
20,random,3
20,random,3
20,random,10
20,random,6
20,random,11
20,random,5
20,random,17
20,random,7
20,random,19
20,random,5
20,random,2
20,random,18
20,random,20
20,random,1
20,random,1
20,random,3
20,random,6
20,random,1
20,random,13
20,random,1
20,random,0
20,random,14
20,random,1
20,random,3
20,random,15
20,random,6
20,random,16
20,random,17
20,random,17
20,random,7
20,random,9
20,random,12
20,random,1
20,random,20
20,random,1
20,random,15
20,random,19
20,random,2
20,random,4
20,random,5
20,random,4
20,random,12
20,random,1
20,random,8
20,random,6
20,random,1
20,random,1
20,random,19
20,random,7
20,random,7
20,random,8
20,random,16
20,random,3
20,random,2
20,random,21
20,random,7
20,random,1
20,random,10
20,random,22
20,random,8
20,random,13
20,random,1
20,random,14
20,random,17
20,random,3
20,random,4
20,random,23
20,random,15
20,random,0
20,random,5
20,random,23
20,random,11
20,random,1
20,random,5
20,random,6
20,random,2
20,random,12
20,random,13
20,random,18
20,random,11
20,random,7
20,random,6
20,random,11
20,random,6
20,random,18
20,random,2
20,random,23
20,random,0
20,random,1
20,random,1
20,random,9
20,random,12
20,random,15
20,random,19
20,random,23
20,random,1
20,random,6
20,random,17
20,random,1
20,random,4
20,random,15
20,random,6
20,random,11
20,random,3
20,random,0
20,random,4
20,random,14
20,random,8
20,random,6
20,random,3
20,random,8
20,random,6
20,random,18
20,random,4
20,random,17
20,random,12
20,random,13
20,random,6
20,random,8
20,random,13
20,random,2
20,random,6
20,random,20
20,random,6
20,random,6
20,random,6
20,random,0
20,random,7
20,random,12
20,random,8
20,random,18
20,random,0
20,random,0
20,random,8
20,random,19
20,random,7
20,random,0
20,random,7
20,random,3
20,random,2
20,random,15
30,volcano,18
30,volcano,23
30,volcano,22
30,volcano,5
30,volcano,23
30,volcano,10
30,volcano,13
30,volcano,13
30,volcano,17
30,volcano,17
30,volcano,15
30,volcano,17
30,volcano,20
30,volcano,20
30,volcano,18
30,volcano,23
30,volcano,16
30,volcano,12
30,volcano,12
30,volcano,8
30,volcano,6
30,volcano,8
30,volcano,8
30,volcano,6
30,volcano,0
30,volcano,1
30,volcano,1
30,volcano,1
30,volcano,1
30,volcano,1
30,volcano,2
30,volcano,2
30,random,1
30,random,19
30,random,12
30,random,1
30,random,23
30,random,12
30,random,8
30,random,2
30,random,3
30,random,1
30,random,9
30,random,8
30,random,3
30,random,19
30,random,17
30,random,8
30,random,1
30,random,0
30,random,6
30,random,7
30,random,6
30,random,1
30,random,5
30,random,2
30,random,5
30,random,7
30,random,4
30,random,4
30,random,3
30,random,13
30,random,17
30,random,20
30,random,1
30,random,9
30,random,8
30,random,1
30,random,8
30,random,7
30,random,2
30,random,6
30,random,4
30,random,8
30,random,6
30,random,3
30,random,6
30,random,1
30,random,20
30,random,0
30,random,12
30,random,5
30,random,4
30,random,18
30,random,11
30,random,0
30,random,23
30,random,8
30,random,21
30,random,3
30,random,2
30,random,23
30,random,6
30,random,1
30,random,16
30,random,19
30,random,4
30,random,0
30,random,2
30,random,1
30,random,0
30,random,19
30,random,1
30,random,1
30,random,7
30,random,20
30,random,0
30,random,6
30,random,6
30,random,8
30,random,3
30,random,0
30,random,17
30,random,9
30,random,12
30,random,2
30,random,13
30,random,8
30,random,17
30,random,0
30,random,5
30,random,6
30,random,4
30,random,8
30,random,21
30,random,0
30,random,1
30,random,1
30,random,2
30,random,3
30,random,1
30,random,5
30,random,1
30,random,21
30,random,5
30,random,3
30,random,14
30,random,0
30,random,4
30,random,14
30,random,12
30,random,8
30,random,5
30,random,4
30,random,11
30,random,8
30,random,17
30,random,6
30,random,6
30,random,3
30,random,3
30,random,6
30,random,12
30,random,9
30,random,6
30,random,15
30,random,8
30,random,4
30,random,1
30,random,22
30,random,1
30,random,7
30,random,23
30,random,22
30,random,3
30,random,12
30,random,20
30,random,5
30,random,6
30,random,15
30,random,23
30,random,3
30,random,20
30,random,7
30,random,12
30,random,1
30,random,9
30,random,15
30,random,1
30,random,23
30,random,3
30,random,6
30,random,4
30,random,18
30,random,2
30,random,13
30,random,19
30,random,1
30,random,18
30,random,8
30,random,8
30,random,2
30,random,5
30,random,15
30,random,1
30,random,14
30,random,1
30,random,24
30,random,19
30,random,6
30,random,5
30,random,1
30,random,5
30,random,6
30,random,7
30,random,2
30,random,13
30,random,8
30,random,4
30,random,6
30,random,1
30,random,7
30,random,5
30,random,9
30,random,8
30,random,5
30,random,15
30,random,16
30,random,2
30,random,1
30,random,0
30,random,17
30,random,7
30,random,21
30,random,12
30,random,16
30,random,7
30,random,12
30,random,3
30,random,9
30,random,1
30,random,11
30,random,4
30,random,19
30,random,3
30,random,6
30,random,21
30,random,21
30,random,2
30,random,12
30,random,6
30,random,0
30,random,9
30,random,7
30,random,18
30,random,8
30,random,14
30,random,18
30,random,1
30,random,16
30,random,2
30,random,6
30,random,19
30,random,3
30,random,3
30,random,13
30,random,6
30,random,1
30,random,23
30,random,0
30,random,4
30,random,22
30,random,1
30,random,6
30,random,17
30,random,2
30,random,1
30,random,11
30,random,0
30,random,14
30,random,0
30,random,4
30,random,9
30,random,6
30,random,0
30,random,23
30,random,6
30,random,0
30,random,8
30,random,20
30,random,2
30,random,24
30,random,1
30,random,12
30,random,1
30,random,1
30,random,2
30,random,9
30,random,1
30,random,7
30,random,3
30,random,14
30,random,19
30,random,2
30,random,7
30,random,6
30,random,1
30,random,4
30,random,5
30,random,20
30,random,20
30,random,8
30,random,3
30,random,8
30,random,2
30,random,6
30,random,6
30,random,15
30,random,0
30,random,12
30,random,22
30,random,5
30,random,1
30,random,6
30,random,8
30,random,1
30,random,8
30,random,19
30,random,17
30,random,9
30,random,21
30,random,8
30,random,1
30,random,1
30,random,6
30,random,7
30,random,1
30,random,18
30,random,22
30,random,19
30,random,1
30,random,13
30,random,1
30,random,4
30,random,20
30,random,6
30,random,8
30,random,14
30,random,12
30,random,0
30,random,1
30,random,1
30,random,19
30,random,23
30,random,1
30,random,4
30,random,3
30,random,0
30,random,1
30,random,20
30,random,6
30,random,1
30,random,0
30,random,4
30,random,1
30,random,5
30,random,0
30,random,3
30,random,0
30,random,1
30,random,5
30,random,1
30,random,20
30,random,16
30,random,16
30,random,3
30,random,1
30,random,9
30,random,13
30,random,20
30,random,3
30,random,18
30,random,6
30,random,17
30,random,15
30,random,4
30,random,13
30,random,7
30,random,11
30,random,7
30,random,9
30,random,6
30,random,3
30,random,5
30,random,7
30,random,5
30,random,13
30,random,21
30,random,6
30,random,3
30,random,5
30,random,0
30,random,6
30,random,12
30,random,4
30,random,2
30,random,1
30,random,17
30,random,1
30,random,3
30,random,5
30,random,22
30,random,9
30,random,4
30,random,20
30,random,6
30,random,21
30,random,19
30,random,0
30,random,17
30,random,8
30,random,16
30,random,18
30,random,18
30,random,6
30,random,1
30,random,7
30,random,6
30,random,8
30,random,19
30,random,1
30,random,3
30,random,11
30,random,0
30,random,0
30,random,1
30,random,19
30,random,13
30,random,1
30,random,3
30,random,13
30,random,0
30,random,1
30,random,16
30,random,5
30,random,1
30,random,23
30,random,8
30,random,7
30,random,5
30,random,0
30,random,17
30,random,4
30,random,7
30,random,3
30,random,19
30,random,20
30,random,23
30,random,20
30,random,8
30,random,8
30,random,18
30,random,1
30,random,1
30,random,6
30,random,1
30,random,0
30,random,18
30,random,23
30,random,8
30,random,6
30,random,1
30,random,6
30,random,15
30,random,2
30,random,14
30,random,8
30,random,17
30,random,13
30,random,1
30,random,8
30,random,0
30,random,8
30,random,7
30,random,13
30,random,1
30,random,1
30,random,22
30,random,1
30,random,6
30,random,14
30,random,13
30,random,3
30,random,3
30,random,7
30,random,8
30,random,3
30,random,3
30,random,14
30,random,9
30,random,20
30,random,6
30,random,5
30,random,6
30,random,1
30,random,3
30,random,1
30,random,24
30,random,5
30,random,1
30,random,6
30,random,14
30,random,23
30,random,5
30,random,8
30,random,9
30,random,20
30,random,1
30,random,17
30,random,19
30,random,16
30,random,23
30,random,4
30,random,18
30,random,0
30,random,1
30,random,1
30,random,6
30,random,5
30,random,11
30,random,7
30,random,24
30,random,1
30,random,3
30,random,3
30,random,23
30,random,1
30,random,1
30,random,2
30,random,6
30,random,17
30,random,5
30,random,19
30,random,8
30,random,13
30,random,23
30,random,5
30,random,4
30,random,18
30,random,4
30,random,18
30,random,23
30,random,15
30,random,6
30,random,17
30,random,14
30,random,8
30,random,1
30,random,6
30,random,6
30,random,4
30,random,1
30,random,9
30,random,1
30,random,1
30,random,19
30,random,20
30,random,6
30,random,1
30,random,6
30,random,19
30,random,18
30,random,7
30,random,6
30,random,1
30,random,8
30,random,4
30,random,14
30,random,2
30,random,6
30,random,5
30,random,0
30,random,8
30,random,0
30,random,0
30,random,6
30,random,14
30,random,9
30,random,2
30,random,17
30,random,21
30,random,20
30,random,3
30,random,8
30,random,1
30,random,1
30,random,0
30,random,6
30,random,4
30,random,3
30,random,5
30,random,17
30,random,5
30,random,19
30,random,7
30,random,18
30,random,1
30,random,6
30,random,7
30,random,20
30,random,4
30,random,2
30,random,1
30,random,9
30,random,1
30,random,18
30,random,23
30,random,7
30,random,0
30,random,2
30,random,0
30,random,10
30,random,5
30,random,5
30,random,18
30,random,13
30,random,4
30,random,19
30,random,6
30,random,8
30,random,5
30,random,6
30,random,6
30,random,6
30,random,5
30,random,22
30,random,21
30,random,6
30,random,12
30,random,6
30,random,9
30,random,2
30,random,23
30,random,4
30,random,15
30,random,10
30,random,17
30,random,8
30,random,23
30,random,21
30,random,19
30,random,21
30,random,15
30,random,4
30,random,1
30,random,23
30,random,1
30,random,8
30,random,4
30,random,2
30,random,13
30,random,4
30,random,13
30,random,1
30,random,21
30,random,1
30,random,6
30,random,17
30,random,14
30,random,22
30,random,1
30,random,9
30,random,13
30,random,8
30,random,6
30,random,4
30,random,9
30,random,9
30,random,10
30,random,20
30,random,8
30,random,19
30,random,17
30,random,7
30,random,4
30,random,4
30,random,2
30,random,1
30,random,0
30,random,1
30,random,19
30,random,6
30,random,13
30,random,1
30,random,3
30,random,1
30,random,5
30,random,3
30,random,16
30,random,4
30,random,11
30,random,7
30,random,1
30,random,0
30,random,6
30,random,6
30,random,2
30,random,16
30,random,13
30,random,3
30,random,0
30,random,2
30,random,8
30,random,1
30,random,9
30,random,20
30,random,3
30,random,20
30,random,6
30,random,8
30,random,6
30,random,5
30,random,18
30,random,6
30,random,8
30,random,1
30,random,20
30,random,23
30,random,6
30,random,5
30,random,7
30,random,8
30,random,4
30,random,3
30,random,6
30,random,20
30,random,18
30,random,9
30,random,22
30,random,8
30,random,1
30,random,2
30,random,8
30,random,0
30,random,21
30,random,8
30,random,1
30,random,0
30,random,1
30,random,17
30,random,0
30,random,1
30,random,0
30,random,8
30,random,6
30,random,23
30,random,1
30,random,4
30,random,1
30,random,5
30,random,1
30,random,2
30,random,20
30,random,7
30,random,4
30,random,6
30,random,4
30,random,17
30,random,6
30,random,22
30,random,1
30,random,6
30,random,0
30,random,2
30,random,3
30,random,9
30,random,7
30,random,20
30,random,3
30,random,2
30,random,5
30,random,9
30,random,4
30,random,4
30,random,6
30,random,7
30,random,6
30,random,21
30,random,21
30,random,0
30,random,3
30,random,15
30,random,2
30,random,6
30,random,4
30,random,1
30,random,17
30,random,8
30,random,4
30,random,6
30,random,19
30,random,7
30,random,17
30,random,20
30,random,1
30,random,4
30,random,6
30,random,8
30,random,0
30,random,8
30,random,18
30,random,1
30,random,0
30,random,7
30,random,8
30,random,9
30,random,5
30,random,6
30,random,18
30,random,20
30,random,9
30,random,1
30,random,7
30,random,9
30,random,4
30,random,13
30,random,13
30,random,7
30,random,20
30,random,8
30,random,18
30,random,13
30,random,7
30,random,2
30,random,8
30,random,3
30,random,6
30,random,1
30,random,4
30,random,1
30,random,0
30,random,9
30,random,8
30,random,0
30,random,11
30,random,1
30,random,8
30,random,9
30,random,8
30,random,5
30,random,5
30,random,8
30,random,5
30,random,13
30,random,20
30,random,13
30,random,9
30,random,9
30,random,22
30,random,18
30,random,0
30,random,8
30,random,5
30,random,0
30,random,6
30,random,6
30,random,15
30,random,14
30,random,8
30,random,8
30,random,13
30,random,0
30,random,2
30,random,9
30,random,1
30,random,8
30,random,9
30,random,9
30,random,7
30,random,13
30,random,1
30,random,3
30,random,1
30,random,5
30,random,17
30,random,8
30,random,21
30,random,2
30,random,12
30,random,12
30,random,1
30,random,23
30,random,18
30,random,17
30,random,16
30,random,16
30,random,18
30,random,5
30,random,6
30,random,23
30,random,20
30,random,3
30,random,3
30,random,10
30,random,8
30,random,11
30,random,5
30,random,17
30,random,7
30,random,19
30,random,5
30,random,2
30,random,18
30,random,20
30,random,1
30,random,1
30,random,3
30,random,6
30,random,1
30,random,13
30,random,1
30,random,0
30,random,17
30,random,1
30,random,3
30,random,19
30,random,7
30,random,17
30,random,17
30,random,17
30,random,7
30,random,9
30,random,14
30,random,1
30,random,22
30,random,1
30,random,15
30,random,19
30,random,2
30,random,4
30,random,5
30,random,5
30,random,12
30,random,1
30,random,9
30,random,6
30,random,1
30,random,1
30,random,19
30,random,7
30,random,7
30,random,8
30,random,18
30,random,3
30,random,2
30,random,21
30,random,7
30,random,1
30,random,12
30,random,23
30,random,9
30,random,13
30,random,1
30,random,15
30,random,17
30,random,3
30,random,4
30,random,23
30,random,16
30,random,0
30,random,6
30,random,23
30,random,11
30,random,1
30,random,5
30,random,6
30,random,2
30,random,14
30,random,13
30,random,20
30,random,13
30,random,7
30,random,6
30,random,11
30,random,6
30,random,19
30,random,2
30,random,24
30,random,1
30,random,1
30,random,1
30,random,9
30,random,12
30,random,15
30,random,20
30,random,23
30,random,1
30,random,6
30,random,19
30,random,1
30,random,4
30,random,15
30,random,6
30,random,11
30,random,3
30,random,0
30,random,4
30,random,15
30,random,8
30,random,6
30,random,4
30,random,8
30,random,6
30,random,18
30,random,4
30,random,18
30,random,12
30,random,13
30,random,8
30,random,8
30,random,13
30,random,2
30,random,6
30,random,21
30,random,6
30,random,6
30,random,7
30,random,0
30,random,7
30,random,12
30,random,8
30,random,19
30,random,0
30,random,0
30,random,10
30,random,21
30,random,7
30,random,0
30,random,7
30,random,3
30,random,2
30,random,15
40,volcano,19
40,volcano,24
40,volcano,22
40,volcano,6
40,volcano,25
40,volcano,11
40,volcano,13
40,volcano,13
40,volcano,18
40,volcano,17
40,volcano,17
40,volcano,17
40,volcano,21
40,volcano,22
40,volcano,18
40,volcano,23
40,volcano,17
40,volcano,12
40,volcano,12
40,volcano,8
40,volcano,6
40,volcano,8
40,volcano,9
40,volcano,6
40,volcano,0
40,volcano,1
40,volcano,1
40,volcano,1
40,volcano,1
40,volcano,1
40,volcano,2
40,volcano,2
40,random,1
40,random,20
40,random,13
40,random,1
40,random,23
40,random,12
40,random,8
40,random,2
40,random,4
40,random,1
40,random,9
40,random,9
40,random,3
40,random,19
40,random,19
40,random,8
40,random,1
40,random,0
40,random,6
40,random,7
40,random,7
40,random,1
40,random,6
40,random,2
40,random,6
40,random,9
40,random,4
40,random,4
40,random,3
40,random,13
40,random,17
40,random,22
40,random,1
40,random,9
40,random,9
40,random,1
40,random,10
40,random,7
40,random,2
40,random,7
40,random,4
40,random,8
40,random,6
40,random,3
40,random,6
40,random,1
40,random,20
40,random,0
40,random,12
40,random,6
40,random,4
40,random,19
40,random,11
40,random,0
40,random,23
40,random,8
40,random,21
40,random,3
40,random,2
40,random,24
40,random,7
40,random,1
40,random,17
40,random,20
40,random,4
40,random,0
40,random,2
40,random,1
40,random,0
40,random,20
40,random,1
40,random,1
40,random,7
40,random,21
40,random,0
40,random,8
40,random,6
40,random,8
40,random,3
40,random,0
40,random,18
40,random,10
40,random,13
40,random,2
40,random,14
40,random,8
40,random,19
40,random,0
40,random,6
40,random,6
40,random,4
40,random,8
40,random,21
40,random,0
40,random,1
40,random,1
40,random,2
40,random,3
40,random,1
40,random,5
40,random,1
40,random,21
40,random,5
40,random,3
40,random,14
40,random,0
40,random,4
40,random,14
40,random,12
40,random,8
40,random,6
40,random,4
40,random,11
40,random,8
40,random,17
40,random,6
40,random,7
40,random,3
40,random,3
40,random,7
40,random,14
40,random,9
40,random,6
40,random,17
40,random,8
40,random,6
40,random,1
40,random,22
40,random,1
40,random,7
40,random,23
40,random,22
40,random,3
40,random,14
40,random,20
40,random,5
40,random,6
40,random,15
40,random,23
40,random,3
40,random,22
40,random,8
40,random,12
40,random,1
40,random,11
40,random,17
40,random,1
40,random,23
40,random,4
40,random,6
40,random,4
40,random,18
40,random,2
40,random,14
40,random,19
40,random,1
40,random,9
40,random,8
40,random,2
40,random,5
40,random,15
40,random,1
40,random,14
40,random,1
40,random,24
40,random,21
40,random,6
40,random,5
40,random,1
40,random,5
40,random,6
40,random,8
40,random,2
40,random,13
40,random,8
40,random,4
40,random,6
40,random,1
40,random,7
40,random,6
40,random,9
40,random,8
40,random,5
40,random,16
40,random,19
40,random,2
40,random,1
40,random,0
40,random,17
40,random,7
40,random,24
40,random,13
40,random,16
40,random,7
40,random,12
40,random,4
40,random,9
40,random,1
40,random,11
40,random,4
40,random,20
40,random,3
40,random,6
40,random,21
40,random,21
40,random,2
40,random,12
40,random,6
40,random,0
40,random,9
40,random,8
40,random,19
40,random,8
40,random,14
40,random,19
40,random,1
40,random,17
40,random,2
40,random,6
40,random,21
40,random,3
40,random,4
40,random,14
40,random,6
40,random,1
40,random,23
40,random,0
40,random,4
40,random,23
40,random,1
40,random,7
40,random,17
40,random,2
40,random,1
40,random,11
40,random,1
40,random,14
40,random,0
40,random,4
40,random,9
40,random,6
40,random,0
40,random,23
40,random,8
40,random,0
40,random,9
40,random,21
40,random,2
40,random,25
40,random,1
40,random,12
40,random,1
40,random,1
40,random,2
40,random,9
40,random,1
40,random,7
40,random,3
40,random,17
40,random,21
40,random,2
40,random,7
40,random,6
40,random,1
40,random,4
40,random,6
40,random,22
40,random,20
40,random,8
40,random,4
40,random,9
40,random,2
40,random,6
40,random,6
40,random,16
40,random,0
40,random,12
40,random,22
40,random,5
40,random,1
40,random,6
40,random,8
40,random,1
40,random,8
40,random,19
40,random,19
40,random,10
40,random,21
40,random,8
40,random,1
40,random,1
40,random,6
40,random,7
40,random,1
40,random,18
40,random,23
40,random,19
40,random,1
40,random,15
40,random,1
40,random,4
40,random,20
40,random,8
40,random,8
40,random,15
40,random,13
40,random,0
40,random,1
40,random,1
40,random,19
40,random,23
40,random,1
40,random,4
40,random,4
40,random,2
40,random,1
40,random,21
40,random,6
40,random,1
40,random,2
40,random,5
40,random,1
40,random,5
40,random,0
40,random,3
40,random,0
40,random,1
40,random,6
40,random,1
40,random,21
40,random,17
40,random,17
40,random,3
40,random,1
40,random,9
40,random,13
40,random,21
40,random,3
40,random,18
40,random,7
40,random,17
40,random,15
40,random,4
40,random,15
40,random,8
40,random,11
40,random,8
40,random,11
40,random,6
40,random,3
40,random,5
40,random,7
40,random,6
40,random,13
40,random,24
40,random,7
40,random,3
40,random,5
40,random,0
40,random,6
40,random,12
40,random,5
40,random,2
40,random,1
40,random,18
40,random,1
40,random,4
40,random,5
40,random,22
40,random,9
40,random,4
40,random,21
40,random,6
40,random,21
40,random,21
40,random,0
40,random,18
40,random,8
40,random,18
40,random,19
40,random,20
40,random,6
40,random,1
40,random,7
40,random,6
40,random,8
40,random,21
40,random,1
40,random,3
40,random,11
40,random,0
40,random,2
40,random,1
40,random,20
40,random,14
40,random,1
40,random,3
40,random,13
40,random,0
40,random,1
40,random,17
40,random,5
40,random,1
40,random,23
40,random,9
40,random,8
40,random,5
40,random,1
40,random,17
40,random,4
40,random,8
40,random,4
40,random,19
40,random,20
40,random,23
40,random,20
40,random,8
40,random,8
40,random,18
40,random,1
40,random,1
40,random,6
40,random,1
40,random,0
40,random,19
40,random,23
40,random,9
40,random,6
40,random,1
40,random,6
40,random,15
40,random,2
40,random,14
40,random,8
40,random,18
40,random,13
40,random,3
40,random,8
40,random,0
40,random,9
40,random,7
40,random,13
40,random,1
40,random,1
40,random,24
40,random,1
40,random,6
40,random,15
